Line Name, Code, English
script_job.coral-fishy-bizz.helpAtSiteV_9, @017D9D8E, "{@guide} \tYou still need to scan the Red Grouper."
script_job.coral-fishy-bizz.helpAtSiteV_10, @86AAE7B2, "{@guide} \tSee if you can find any swimming around here!"
script_job.coral-fishy-bizz.helpAtSiteV_14, @82AAE166, "{@guide} \tYou still need data on the fishers."
script_job.coral-fishy-bizz.helpAtSiteV_15, @83AAE2F9, "{@guide} \tTry scanning some of those nets near the surface."
script_job.coral-fishy-bizz.helpAtSiteV_17, @81AADFD3, "{@guide} \tFirst, we need to scan some Red Grouper and the Fisher nets."
script_job.coral-fishy-bizz.helpAtSiteV_18, @8EAAF44A, "{@guide} \tDrive around and see if you can find them!"
script_job.coral-fishy-bizz.helpBackToShip_0, @40E068CD, "{@player} \tWhat should I do now, {nameof @guide}?"
script_job.coral-fishy-bizz.helpBackToShip_1, @3FE0673A, "{@guide}\tYou've obtained all the data you need at Site V. Time to head back to the AquaLab!"
script_job.coral-fishy-bizz.backAtShip_0, @DA38DF7A, "{@guide}   \tLet's head to the {nameof Modeling} and see if we can understand how the Grouper's population and Fisher population interacts."
script_job.coral-fishy-bizz.helpAfterExperiment_0, @A784B1AC, "{@player} \tWhat should I do now, {nameof @guide}?"
script_job.coral-fishy-bizz.helpAfterExperiment_1, @A884B33F, "{@guide}\tHead to the {nameof Modeling} and figure out how many Fishers should be at Site V."
script_job.coral-fishy-bizz.ModelHelp1_0, @A2B9881B, "{@player} \tOkay, {nameof @guide}. What now?"
script_job.coral-fishy-bizz.ModelHelp1_1, @A1B98688, "{@guide}\tSelect the new rule we just learned, and then press ""Import New Facts."""
script_job.coral-fishy-bizz.modelGetSync_0, @D923D1A2, "{@guide} \tTime to match up the historical data again."
script_job.coral-fishy-bizz.ModelHelp2_0, @74CD883A, "{@player} \tWhat should I do next?"
script_job.coral-fishy-bizz.ModelHelp2_1, @75CD89CD, "{@guide}\tDrag the sliders on the left to match the historical data, and then press ""Simulate"" to continue."
script_job.coral-fishy-bizz.modelSyncedImmediate_0, @BCE9D1EA, "{@guide} \tYour model looks sufficient!"
script_job.coral-fishy-bizz.ModelHelp3_0, @78696425, "{@player} \tWhat should I do next?"
script_job.coral-fishy-bizz.ModelHelp3_1, @77696292, "{@guide}\tAdjust the numbers of organisms on the left, or introduce a new organism to the system."
script_job.coral-fishy-bizz.ModelHelp3_2, @766960FF, "{@guide}\tTry running interventions until you find one where the populations match the intervention target on the right."
script_job.coral-fishy-bizz.modelingGraphComplete_0, @DDFE6FB2, "{@guide} \tAdequate work, O!"
script_job.coral-fishy-bizz.modelingGraphComplete_1, @DEFE7145, "You've discovered how many Fishers can harvest Grouper here..."
script_job.coral-fishy-bizz.modelingGraphComplete_2, @DBFE6C8C, "While still keeping the Grouper population safe."
script_job.coral-fishy-bizz.modelingGraphComplete_3, @DCFE6E1F, "{@player}    Awesome. Let's report back to {nameof @profCoral}!"
script_job.coral-fishy-bizz.helpReportBack_0, @636D46DC, "{@player} \tWhat should I do now?"
script_job.coral-fishy-bizz.helpReportBack_1, @646D486F, "{@guide}\tReport back to {nameof @profCoral}!"
script_job.coral-fishy-bizz.modelSuggestions_2, @EB9E6F9E, "{@guide}    You're done with this portion! Head to the {h}Describe{/h} tab next."
script_job.coral-fishy-bizz.modelSuggestions_4, @ED9E72C4, "{@guide}    Once you import your facts and save the Visual model, we should be good to make our Describe model!"
script_job.coral-fishy-bizz.modelSuggestions_8, @E19E5FE0, "{@guide}    Time to try out your model in the {h}Describe{/h} tab."
script_job.coral-fishy-bizz.modelSuggestions_10, @926786E1, "{@guide}    Seems like we don't have enough information to complete our model accurately."
script_job.coral-fishy-bizz.modelSuggestions_11, @9167854E, "Look for {h}question marks{/h} in the  Visual model interface, those point to where we may need more data."
script_job.coral-fishy-bizz.suggestReproduce_0, @828F13E3, "{@guide}    Did you get all the reproduction rates?"
script_job.coral-fishy-bizz.suggestObserve_0, @BA4FCD88, "{@guide}    Are you sure you have observed all the interactions here?"
script_job.coral-fishy-bizz.suggestMeasure_0, @C18B70A8, "{@guide}    You may need to measure the rates of interactions."
script_job.coral-fishy-bizz.catchGetScans_0, @59615CF9, "{@player} What now, {nameof @guide}?"
script_job.coral-fishy-bizz.catchGetScans_1, @58615B66, "{@guide}  Scan the Fishers and Grouper at Site V."
script_job.coral-fishy-bizz.catchHistoricalPopulations_0, @6F364C73, "{@player} Okay, {nameof @guide}. What's next?"
script_job.coral-fishy-bizz.catchHistoricalPopulations_1, @6E364AE0, "{@guide}  Obtain the population probe data from Site V!"
script_job.coral-fishy-bizz.catchGetModel_0, @8713E432, "{@player} What should I be doing, {nameof @guide}?"
script_job.coral-fishy-bizz.catchGetModel_1, @8813E5C5, "{@guide}    Head to the Modeling Lab. You need to determine how many boats should be allowed to fish at the same time."
script_job.coral-fishy-bizz.catchReportBack_0, @2E65C2AA, "{@guide}    Take your prediction to {nameof @profCoral} in the research station!"
script_job.coral-fishy-bizz.argue.chooseEvidence_1, @68146F75, "{@profCoral} Oh, already? You're quite the fast worker, Ollie!"
script_job.coral-fishy-bizz.argue.chooseEvidence_2, @65146ABC, "Though knowing your mother, I'm not surprised. She was never one to slow down."
script_job.coral-fishy-bizz.argue.chooseEvidence_3, @66146C4F, "So, did you figure out how to keep the Grouper fishing sustainable?"
script_job.coral-fishy-bizz.argue.chooseEvidence_4, @63146796, "We need to reduce fishing significantly."
script_job.coral-fishy-bizz.argue.chooseEvidence_5, @64146929, "We need to reduce fishing only by a small amount."
script_job.coral-fishy-bizz.argue.chooseEvidence_6, @61146470, "No one can fish here at all."
script_job.coral-fishy-bizz.argue.chooseEvidence_9, @70147C0D, "{@profCoral}\tBack so soon? I know you're a quick worker, Ollie..."
script_job.coral-fishy-bizz.argue.chooseEvidence_10, @1D2B299F, "But I don't think even you would've had time to look into this thoroughly yet."
script_job.coral-fishy-bizz.argue.chooseEvidence_11, @1C2B280C, "Head back to your ship and create a model. Come see me when you're done."
script_job.coral-fishy-bizz.argue.claimNone_0, @A9B76AF6, "{@profCoral} Hmmm... that doesn't add up, Ollie."
script_job.coral-fishy-bizz.argue.claimNone_1, @AAB76C89, "People have been fishing here for centuries, and the Grouper are still around!"
script_job.coral-fishy-bizz.argue.claimNone_2, @A7B767D0, "Why don't you check your data?"
script_job.coral-fishy-bizz.argue.claimTooMany_0, @59CE84F7, "{@profCoral} Slow down, Ollie. Are you sure that would have an impact?"
script_job.coral-fishy-bizz.argue.claimTooMany_1, @58CE8364, "Why don't you check your data again?"
script_job.coral-fishy-bizz.argue.claimSome_0, @306E4A94, "{@profCoral} Hmmm. That might be difficult for people."
script_job.coral-fishy-bizz.argue.claimSome_1, @316E4C27, "But it's better than losing our entire Red Grouper population."
script_job.coral-fishy-bizz.argue.claimSome_2, @326E4DBA, "Do you have evidence to show why fishing needs to be significantly reduced?"
script_job.coral-fishy-bizz.argue.defendClaim_5, @3E97386B, "Present facts from AQOS"
script_job.coral-fishy-bizz.argue.defendClaim_8, @3997308C, "Let me get back to you"
script_job.coral-fishy-bizz.argue.correctFacts_1, @8693CC64, "{@profCoral} This is exactly what I needed, Ollie. Great work."
script_job.coral-fishy-bizz.argue.correctFacts_2, @8993D11D, "We need to protect our Grouper. The whole ecosystem depends on everything staying in balance..."
script_job.coral-fishy-bizz.argue.correctFacts_3, @8893CF8A, "Including our wonderful turtles!"
script_job.coral-fishy-bizz.argue.correctFacts_4, @8393C7AB, "I'll make sure this information ends up in the right hands. Thanks again for your help, Ollie."
script_job.coral-fishy-bizz.argue.incorrectFacts_1, @FAE40B3F, "{@profCoral} I see how that might be related, but it's not quite what I need."
script_job.coral-fishy-bizz.argue.incorrectFacts_2, @FBE40CD2, "Do you have a model to show how many fishers we can support?"
script_job.coral-fishy-bizz.argue.incorrectFacts_4, @F5E40360, "{@profCoral}\tYes, that's definitely the problem -- but do you have a model that shows how much we have to decrease fishing?"
script_job.coral-fishy-bizz.argue.incorrectFacts_6, @F7E40686, "{@profCoral} Hmmm... that's not helpful here, Ollie. Do you have anything else?"
script_job.coral-fishy-bizz.argue.giveUp_0, @02932386, "{@profCoral} Ah, yes. Sometimes slow is the way to go. Just let me know when you're ready."
script_job.coral-hunting-lions.start_0, @9090BABC, "{@profCoral} Okay, Ollie, let's get started."
script_job.coral-hunting-lions.start_1, @9190BC4F, "For this job, you'll need to create an {h}intervention model{/h}."
script_job.coral-hunting-lions.start_2, @9290BDE2, "Sofia has...<i>suggested</i> that we get rid of the lionfish, and the local community would be happy to do more lionfish hunting."
script_job.coral-hunting-lions.start_3, @9390BF75, "I want to investigate what would happen if we did allow——or even encourage——more spearfishing."
script_job.coral-hunting-lions.start_4, @8C90B470, "{@player}\tAwesome. Let's do it!"
script_job.coral-hunting-lions.start_5, @8D90B603, "{@profCoral} Aguas, mi amiga... this one's a little tricky."
script_job.coral-hunting-lions.start_6, @8E90B796, "First, you'll need to make sure all the species are {h}scanned{/h} and {h}counted{/h}."
script_job.coral-hunting-lions.start_7, @8F90B929, "Then you'll {h}observe{/h} how every pair of species interact with each other."
script_job.coral-hunting-lions.start_8, @9890C754, "{@player}\t Well, that's not too bad——"
script_job.coral-hunting-lions.start_9, @9990C8E7, "{@profCoral} Then, you'll need to figure out what stresses each species..."
script_job.coral-hunting-lions.start_10, @A5D8BBED, "As well as their {h}eating{/h} and {h}reproduction rates{/h} when stressed and unstressed."
script_job.coral-hunting-lions.start_11, @A4D8BA5A, "And finally, you'll need to know how each species affects the {h}water chemistry{/h} of its environment."
script_job.coral-hunting-lions.start_12, @A3D8B8C7, "{@player} .|.|.|Ooookay.| You almost had me there, Professor.| Muy divertido."
script_job.coral-hunting-lions.start_13, @A2D8B734, "{@profCoral} It's not a joke, Ollie. But we'll take it one step at a time. Slow and steady, remember?"
script_job.coral-hunting-lions.start_14, @A1D8B5A1, "You can decide if you're ready to take this one on, or if you'd like to come back later."
script_job.coral-hunting-lions.scanSpeciesComplete_0, @AF7A0B76, "{@guide}\tAdequate work, O! You've scanned all the organisms at {m}Site S{/m}!"
script_job.coral-hunting-lions.scanSpeciesComplete_1, @B07A0D09, "{@player}\tWell, at least that's one task down."
script_job.coral-hunting-lions.scanSpeciesComplete_2, @AD7A0850, "{@guide}\tYes! And many more tasks full of data still ahead of us! Isn't it exciting?"
script_job.coral-hunting-lions.scanProbesComplete_0, @D765ACC3, "{@player} Okay. We've got the historic populations and water chemistry data."
script_job.coral-hunting-lions.scanProbesComplete_1, @D665AB30, "What now, {nameof @guide}?"
script_job.coral-hunting-lions.scanProbesComplete_2, @D965AFE9, "{@guide}  You will need to continue gathering data in order to complete your model for the Restoration Reef."
script_job.coral-hunting-lions.scanProbesComplete_3, @D865AE56, "Check {item}AQOS{/item} for your next task!"
script_job.coral-hunting-lions.countPopulationsComplete_0, @4B8CA95C, "{@guide}\tYou've obtained the population counts you need!"
script_job.coral-hunting-lions.countPopulationsComplete_1, @4C8CAAEF, "This should provide the foundation for an accurate model."
script_job.coral-hunting-lions.countPopulationsComplete_2, @4D8CAC82, "{@player}   And lots more data, right, V?"
script_job.coral-hunting-lions.countPopulationsComplete_3, @4E8CAE15, "{@guide}\tAffirmative, O!!"
script_job.coral-hunting-lions.countPopulationsComplete_4, @478CA310, "{@player}   Awww, {nameof @guide}. I haven't heard you so excited in... well, ever."
script_job.coral-hunting-lions.observeEatRulesComplete_0, @FAA265FA, "{@player} Okay. We've got the basics!"
script_job.coral-hunting-lions.observeEatRulesComplete_1, @FBA2678D, "{@guide}\tAffirmative, O. But you will need quite a bit more data for an intervention model."
script_job.coral-hunting-lions.observeEatRulesComplete_2, @F8A262D4, "Check {item}AQOS{/item} for your next task!"
script_job.coral-hunting-lions.obtainStressRulesComplete_0, @9FF7B443, "{@player} Okay, {nameof @guide}, we've got the stress ranges."
script_job.coral-hunting-lions.obtainStressRulesComplete_1, @9EF7B2B0, "What do I need to do next?"
script_job.coral-hunting-lions.obtainStressRulesComplete_2, @A1F7B769, "{@guide} You have discovered the conditions that stress each species."
script_job.coral-hunting-lions.obtainStressRulesComplete_3, @A0F7B5D6, "Now you will need to use your {item}Measurement Tank{/item} to determine how they behave under stress."
script_job.coral-hunting-lions.measureStressEatRatesComplete_0, @5FD92786, "{@guide}\tAdequate work, O! You have obtained the eating rates!"
script_job.coral-hunting-lions.measureStressReproduceRatesComplete_0, @0A0A5885, "{@guide} You have obtained the reproduction rates!"
script_job.coral-hunting-lions.measureStressReproduceRatesComplete_1, @090A56F2, "So much data!!!"
script_job.coral-hunting-lions.obtainChemistryComplete_0, @15D05FDE, "{@player} So... that's it, right? The last piece of the puzzle?"
script_job.coral-hunting-lions.obtainChemistryComplete_1, @16D06171, "{@guide} That is correct, O. It's time to use your {item}Modeling tool{/item}!"
script_job.coral-hunting-lions.predictModelComplete_0, @CBC39357, "{@guide} Now you must use all of your wonderful data to create an Intervention Model!"
script_job.coral-hunting-lions.predictModelComplete_1, @CAC391C4, "{nameof @profCoral} needs to know what would happen if we added more Fishers to hunt the Lionfish."
script_job.coral-hunting-lions.interveneModelComplete_0, @705B0BE2, "{@player} Wow... Sofia was right!"
script_job.coral-hunting-lions.interveneModelComplete_1, @715B0D75, "Those spears at the Reef looked so strange and scary. But they're actually... helpful?"
script_job.coral-hunting-lions.interveneModelComplete_2, @6E5B08BC, "{@guide} Yes. It appears that more hunting of Lionfish would benefit the entire ecosystem... including the Coral."
script_job.coral-hunting-lions.interveneModelComplete_3, @6F5B0A4F, "Excellent work, O!"
script_job.coral-hunting-lions.interveneModelComplete_4, @6C5B0596, "{@player} Whoa, hold up. Did you just say ""excellent?"" You??"
script_job.coral-hunting-lions.interveneModelComplete_5, @6D5B0729, "{@guide} Well, you really were quite excellent. And all that data!!!"
script_job.coral-hunting-lions.interveneModelComplete_6, @6A5B0270, "Time to head back to the station and tell {nameof @profCoral} what you found!"
